用户名,编号,点赞数,评论数,评论
小妹吃吃吃,D:/douyin/info/2.json,1083000,19000,这是我认识你的第一条视频[飞吻]，好怀念呀姐姐[泣不成声]@小美吃吃吃
小妹吃吃吃,D:/douyin/info/2.json,1083000,19000,为啥不更新？@小美吃吃吃
小妹吃吃吃,D:/douyin/info/2.json,1083000,19000,为什么不更新@小美吃吃吃
小妹吃吃吃,D:/douyin/info/2.json,1083000,19000,有锅的链接吗
小妹吃吃吃,D:/douyin/info/2.json,1083000,19000,"白天刷抖音：不是美女就是腿[呆无辜]
晚上刷抖音：不是吃播就是鬼[呆无辜]"
小妹吃吃吃,D:/douyin/info/2.json,1083000,19000,想不到吧[微笑]我早上看到的[捂脸]
小妹吃吃吃,D:/douyin/info/3.json,74000,317,前面“狼吐虎咽”吃的很潇洒 后面狼吞虎咽喝水很狼狈[泪奔]
小妹吃吃吃,D:/douyin/info/3.json,74000,317,首创炸海葡萄 万物皆可油炸 你们还想看炸什么 呼声最多的安排[看]
小妹吃吃吃,D:/douyin/info/3.json,74000,317,难道只有我看到了 “狼吐虎咽” 吗[捂脸]
小妹吃吃吃,D:/douyin/info/3.json,74000,317,关注你这么久了，还是没有翻我。
小妹吃吃吃,D:/douyin/info/3.json,74000,317,番茄炒鸡蛋第一个字念什么[看]
小妹吃吃吃,D:/douyin/info/3.json,74000,317,昨天的视频是不是删了？
小妹吃吃吃,D:/douyin/info/3.json,74000,317,海葡萄我吃过，跟果冻一起吃简直是什马神仙的味道[看]@小美吃吃吃
小妹吃吃吃,D:/douyin/info/3.json,74000,317,同城[看][看]
小妹吃吃吃,D:/douyin/info/3.json,74000,317,求你翻我吧[流泪][流泪][流泪]
小妹吃吃吃,D:/douyin/info/3.json,74000,317,力害啊[微笑]
小妹吃吃吃,D:/douyin/info/4.json,49000,242,你的脑洞真的是太太太太太太太太太太太太太大了[捂脸]
小妹吃吃吃,D:/douyin/info/4.json,49000,242,老粉都知道这条发过了[思考][思考][思考]
小妹吃吃吃,D:/douyin/info/4.json,49000,242,打卡小美仙女@小美吃吃吃 [嘿哈]
小妹吃吃吃,D:/douyin/info/4.json,49000,242,@小美吃吃吃 把果汁加进去会不会好点？
小妹吃吃吃,D:/douyin/info/4.json,49000,242,来晚了，小美还翻不[快哭了]@小美吃吃吃
小妹吃吃吃,D:/douyin/info/4.json,49000,242,应该加点糖[灵机一动]
小妹吃吃吃,D:/douyin/info/4.json,49000,242,@小美吃吃吃老粉都知道这个视频发过[看]
小妹吃吃吃,D:/douyin/info/4.json,49000,242,@小美吃吃吃 好东西当然要一起分享。[大笑][大笑]
小妹吃吃吃,D:/douyin/info/4.json,49000,242,@小美吃吃吃 好喝吗[送心][送心][送心][送心]
小妹吃吃吃,D:/douyin/info/4.json,49000,242,我咋感觉发过呢[捂脸]
小妹吃吃吃,D:/douyin/info/5.json,42000,582,看来全世界只有我没吃过烤冷面[泪奔]
小妹吃吃吃,D:/douyin/info/5.json,42000,582,有谁和我一样不吃香菜，不吃洋葱。
小妹吃吃吃,D:/douyin/info/5.json,42000,582,@小美吃吃吃哪买的公鸡蛋[看][看][看]
小妹吃吃吃,D:/douyin/info/5.json,42000,582,@小美吃吃吃 口水直流三千尺。。。。。
小妹吃吃吃,D:/douyin/info/5.json,42000,582,你怎么什么都会做呢？我也超喜欢吃烤冷面的。
小妹吃吃吃,D:/douyin/info/5.json,42000,582,@小美吃吃吃 我们这没有
小妹吃吃吃,D:/douyin/info/5.json,42000,582,这锅可以[赞]
小妹吃吃吃,D:/douyin/info/5.json,42000,582,姐姐翻我！你最好了[色][色][色]@小美吃吃吃
小妹吃吃吃,D:/douyin/info/5.json,42000,582,姐姐，我明天考试了，能给我一点鼓励吗？[坏笑]
小妹吃吃吃,D:/douyin/info/5.json,42000,582,番茄炒鸡蛋的第一个字叫什么？@小美吃吃吃 [玫瑰]
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,你们还想看什么冰棒？点赞最多的下期安排！
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,无敌版：玛莎拉＋纳豆＋豆腐乳＋榴莲＋臭豆腐＋臭鳜鱼＋螺蛳粉＋大辣片＋奥利给＝黑暗冰棒[不失礼貌的微笑]
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,玛莎拉＋纳豆＋豆腐乳＋榴莲＋臭豆腐＋臭鳜鱼＋螺蛳粉＋大辣片＋奥利给～冷冻后--------吃---------伊m～救护车～医生：你该洗胃了[呆无辜]
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,泡面那个好吃吗?
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,@小美吃吃吃 第一个
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,喜欢第二个第二个。@小美吃吃吃 ?
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,最后一个也太屌了吧
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,鲱鱼罐头冰棒@小美吃吃吃
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,最后一个会……吧[泪奔][泪奔]@小美吃吃吃
小妹吃吃吃,D:/douyin/info/6.json,62000,1443,我想看仙人掌冰棍啊哈哈哈??@小美吃吃吃
小妹吃吃吃,D:/douyin/info/7.json,44000,624,蓝色妖姬 自制夏日饮品 你们知道是哪些食材么[送心]
小妹吃吃吃,D:/douyin/info/7.json,44000,624,大家好，我是一个08年的博士后
小妹吃吃吃,D:/douyin/info/7.json,44000,624,@小美吃吃吃 我是10年的大姐姐[看]
小妹吃吃吃,D:/douyin/info/7.json,44000,624,@小美吃吃吃 我又来了！
小妹吃吃吃,D:/douyin/info/7.json,44000,624,@小美吃吃吃 小美姐姐我想你了 我我也想喝[看]
小妹吃吃吃,D:/douyin/info/7.json,44000,624,大家好，我是06年老太婆@小美吃吃吃 [泪奔][泪奔][泪奔]
小妹吃吃吃,D:/douyin/info/7.json,44000,624,@小美吃吃吃 来晚了，小美还翻不[快哭了]
小妹吃吃吃,D:/douyin/info/7.json,44000,624,@小美吃吃吃 翻我翻我，不然要糊啦
小妹吃吃吃,D:/douyin/info/7.json,44000,624,粉丝宝宝们太感谢大家了，没有你们的支持小美姐姐也不可能涨粉的那么快，今天我在此感谢大家，感谢大家一路对小美姐的支持！[送心]@小美吃吃吃
小妹吃吃吃,D:/douyin/info/7.json,44000,624,求翻@小美吃吃吃
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,你们下期想看小美吃什么 点赞最多的安排[看]
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,难道只有我看出了哥饿狼扑食的状态中透露着难以下咽吗？[捂脸][捂脸]
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,锅在哪里买[捂脸]
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,小美姐姐可以吃一千只小（大）龙虾吗？@小美吃吃吃 [快哭了]
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,@小美吃吃吃 来晚了，不知道会不会被翻[流泪]
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,"语文老师一回头，此地空杀黄鹤楼。
数学老师一回头。二次空闷对称秞。
英语老师一回头，嘤嘤加上三克油。
化学老师一回头，二氧化碳变汽油。
生物老师一回头，试管婴儿水里游。
物理老"
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,下次吃仙人球行不
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,吃仙人掌，吃去刺，营养少一半[看]
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,告诉你一个秘密，带刺的更好吃[呲牙]
小妹吃吃吃,D:/douyin/info/8.json,788000,5565,
小妹吃吃吃,D:/douyin/info/9.json,62000,499,哪个小可爱夸我 我就翻她！
小妹吃吃吃,D:/douyin/info/9.json,62000,499,小美你好漂亮，你好有气质，你好性感，你好善良，你好聪明[灵机一动][看]
小妹吃吃吃,D:/douyin/info/9.json,62000,499,美丽，大方，可爱，迷人，聪明，性感，善良，气质非凡的小美姐姐(求翻[色][色][色])
小妹吃吃吃,D:/douyin/info/9.json,62000,499,@小美吃吃吃 你超漂亮[色]
小妹吃吃吃,D:/douyin/info/9.json,62000,499,@小美吃吃吃 你好漂亮啊！
小妹吃吃吃,D:/douyin/info/9.json,62000,499,@小美吃吃吃 好漂亮[调皮]
小妹吃吃吃,D:/douyin/info/9.json,62000,499,@小美吃吃吃 你漂亮，有气质，性感，可爱，善良，聪明，你是最棒的，永远支持～(￣▽￣～)~
小妹吃吃吃,D:/douyin/info/9.json,62000,499,@小美吃吃吃 你是世界上最美丽的人
小妹吃吃吃,D:/douyin/info/9.json,62000,499,@小美吃吃吃 你漂亮又可爱，又性感，又有气质
小妹吃吃吃,D:/douyin/info/9.json,62000,499,你简直仙女下凡！[色][色][色]又聪明有魅力，又漂亮，善良，有气质，温柔可爱！沉鱼落雁，闭月羞花，倾国倾城的美女[色][色]@小美吃吃吃
