用户名,编号,点赞数,评论数,评论
吃饭啦-光小强,D:/douyin/info/5.json,51000,6397,好有食欲 刚吃饱的我 又饿了[捂脸]
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,你不翻我，我都不想点赞了
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,小强，第一，翻嘛[快哭了]
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,小强翻吗
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,我女儿每天都要问我：戴眼镜的大哥哥今天吃饭了吗？[捂脸]
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,居然不是晚上刷到，这不科学[捂脸]
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,看你扔饼皮简直不要可爱了“我还是想吃肉[捂脸]”
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,那个火鸡面酱料留在你脸上看上去像流血了一样。?
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,觉得你做的饭都好吃，坐月子的我已馋晕[捂脸]
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,妈呀 看的上头 饿死我啦[捂脸]
吃饭啦-光小强,D:/douyin/info/6.json,17000,1808,这个牛排不错可以推荐
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,新粉都在认真观看，老粉在找米饭
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,光小强一天的饭钱＝我一周的饭钱[泣不成声]
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,米饭可能会迟到 但永远不会缺席[看]
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,中国式汉堡，简称“馅饼”[如花]
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,我土狗[泪奔]大蒜不用剥皮嘛[泪奔][泪奔]
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,为什么小强怎么吃都长不胖[泪奔][泪奔]
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,不用谢我@阴天别闹了 @Aba @小松末子 @搞妹搞错 @Qw1ko
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,推锅吧，你的锅什么的我很有兴趣[捂脸]
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,@@@她 看看人家伙食
吃饭啦-光小强,D:/douyin/info/7.json,30000,3808,周围都是油点子哈哈笑死我[大笑]
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,仙气飘飘的麦片！赶紧行动起来吧！
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,这个麦片，真的好吃，比王饱饱好吃，真的，买王饱饱踩雷了
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,"买了袋试试，
如果不好吃，小强，打你[捂脸]"
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,他的冰淇淋怎么吃出来大米饭的感觉[看][不失礼貌的微笑]
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,他成功的让我点了外卖[微笑]
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,为啥我半夜不睡了来这里找虐
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,问大家一个问题:是冰淇淋还是冰激凌？
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,咱家喂仓鼠的粮[泣不成声]
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,大哥你太夸张了[憨笑]
吃饭啦-光小强,D:/douyin/info/8.json,25000,2606,你为什么吃不胖[泣不成声][泣不成声]
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,好家伙，咱俩配合的真默契，你一嚼，我一咽的[看]
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,啥也没学会，咽口水这一块拿捏得死死的[微笑]
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,米饭狂魔，无情脱骨机[泣不成声]
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,张喜喜跟光小强我最喜欢的两个吃播[泣不成声]
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,我的妈呀[捂脸]同一时间，同一地点，又无情的让我刷到了下集[泪奔][泪奔][泪奔]
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,小强的嘴有多大，我看向了大海的方向
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,不喜欢看快进的，总觉得是假吃，学学张喜喜吧[翻白眼][翻白眼][翻白眼][翻白眼][翻白眼]
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,欢迎来到白天刷不到晚上逃不掉系列[微笑]
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,排骨的香，飘进了我鼻子里
吃饭啦-光小强,D:/douyin/info/9.json,51000,9329,@一米七的白高瘦 好想吃这个[流泪][流泪]
