用户名,编号,点赞数,评论数,评论
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,炸一看，酒里面有一片韭菜叶[泣不成声][泣不成声][泣不成声]
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,口嚼酒，脚丫子踩出来的酒……我只能说……[吐][吐][吐]
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,就怕喝出来个菜叶子[看]
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,你不是少女[泣不成声][泣不成声]
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,不挂个链接，是怕我们不敢喝吗？
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,问，番茄酱第一个字念什么[呲牙][看]
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,我以为你要挂链接[捂脸]
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,有口臭怎么办[抠鼻][抠鼻]
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,有一种酒，我保证你不会酿[偷笑]
爱喝酒的徐博士,D:/douyin/info/5.json,133000,2168,"this time I'm 在抖音
I'm 等更新
I'm等被翻
I'm干着急
I'm等不到
I'm哭唧唧"
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,我就很好奇，真的一杯就倒吗？我属于毫无酒量的，但是越看就越想试一试了[大笑]
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,老粉求翻[送心][送心]
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,连我都不翻？那你打算翻什么？翻山越岭、翻箱倒柜、翻天覆地、翻江倒海、翻来覆去、翻脸无情、翻空出奇、翻墨涂鸦、翻天作地、翻衾倒枕、翻然改图、翻黄倒皂、翻我吗？[看]
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,徐博士 还热乎吗@爱喝酒的徐博士
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,你的新粉不翻吗
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,隔壁老宋也哭了[泪奔][泪奔][泪奔]
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,翻我翻我[送心][送心][送心]
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,求翻，前排[摸头][摸头][摸头][摸头]
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,这玩意拌饭应该好吃
爱喝酒的徐博士,D:/douyin/info/6.json,33000,469,老宋在那微醺呢
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,不是吧，阿sir，5分钟就这么多评论了??
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,会窜稀吗[发呆]
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,博士博士，番茄炒蛋的第一个字是什么？[看][白眼]
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,"孙悟空等了唐僧500年
白素贞等了许仙1000年
易小川等了王濑2000年
司音等了墨渊70000年
夜华等了白浅三生三世
阿布多瑞等了宣墨2亿年
那我等你翻要多久"
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,@爱喝酒的徐博士 翻一下吧徐博士[送心][送心]
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,翻
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,翻我
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,一分钟翻不翻
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,沙发卧槽！
爱喝酒的徐博士,D:/douyin/info/7.json,22000,202,为什么我跟调酒师说加糖心蛋，他直接让我滚[捂脸]
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,弱弱问一句，这个??会不会在砸开的时候沾上了玻璃渣然后被吃下去[泪奔]
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,最后的表情我想截图当表情包[看]
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,大家注意29秒的时候，徐博士有跟头发翘起来了[捂脸]
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,所以喝完的永不分梨是干垃圾呢还是湿垃圾呢？[吐舌]
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,万一梨里有只虫子怎么办？[惊呆]
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,你这里有一瓶名叫王者荣耀的酒吗？[看]
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,徐博士我求求你卖衣服吧[捂脸]我一定买
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,一分钟前，徐博士翻我[泣不成声][泣不成声][泣不成声][泣不成声]
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,姐姐快翻我
爱喝酒的徐博士,D:/douyin/info/8.json,155000,2633,沙发
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,来啦，有啥高中生能喝的吗[捂脸]
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,徐博士 小孩子能喝吗[黑脸]
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,五分钟！全世界最美丽优雅知性善良的徐博士翻一下吗[看]
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,翻一下吧，徐博士。
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,翻我@爱喝酒的徐博士
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,您的粉丝糊了，您确定不翻一下吗[看]
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,哈，我来了，不翻我吗，姐姐[送心]
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,有没有适合女生喝的蓝色的酒？[思考][思考][思考]
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,我还是最爱大都会[泪奔]太上头了内味儿
爱喝酒的徐博士,D:/douyin/info/9.json,24000,220,有没有未成年喝的呀[泪奔]
