用户名,视频编号,点赞数,评论数,评论
小颠儿Kini,7-16,6095,501,护肤品都在哪买比较靠谱啊
小颠儿Kini,7-16,6095,501,我姑姑怀孕用的都是芙丽芳丝
小颠儿Kini,7-16,6095,501,[赞]我也不知道用了你店铺的多少东西了[捂脸]这两种我都在用[呲牙][呲牙]
小颠儿Kini,7-16,6095,501,准备试一试[灵机一动]
小颠儿Kini,7-16,6095,501,我想414
小颠儿Kini,7-16,6095,501,德妃用了两三套，超好用[耶]
小颠儿Kini,7-18,5399,356,揪五个宝宝song🎁
小颠儿Kini,7-18,5399,356,这个真好用，用了这个我眉毛再也不会半天就没了[泣不成声][泣不成声][泣不成声][泣不成声]
小颠儿Kini,7-18,5399,356,这个散粉我在小颠儿家买了 真的不比一两百的弱 好用[赞]
小颠儿Kini,7-18,5399,356,这个产品真的是刷三观 定妆不行现在冒充补水喷雾了 喷好这个再定妆粉 搞笑啊 颠儿 不管你被谁控制没办法 跟太阳婶一样只能取关
小颠儿Kini,7-18,5399,356,想问一下上妆前喷定妆喷雾是在哪一步前？湿粉前？隔离前？防晒前？
小颠儿Kini,7-18,5399,356,[赞][赞]
小颠儿Kini,7-18,5399,356,揪我揪我，宝妈一枚
小颠儿Kini,7-18,5399,356,颠哥，看你视频我能穷死[捂脸]
小颠儿Kini,7-18,5399,356,老师的皮肤真的扛打
小颠儿Kini,7-18,5399,356,最近这个很多人推又被踩，我都不知道该不该入手了[捂脸]
小颠儿Kini,7-18,5399,356,感觉真的没什么用
小颠儿Kini,7-18,5399,356,揪我揪我[比心]
小颠儿Kini,7-18,5399,356,油皮的悲伤😭
小颠儿Kini,7-18,5399,356,我买的就是这个白色的 还没用[捂脸][捂脸]
小颠儿Kini,7-18,5399,356,柏瑞美种草很久了[灵机一动]颠儿哥良心推荐（看我昂！）
小颠儿Kini,7-18,5399,356,可
小颠儿Kini,7-18,5399,356,揪~揪过了吗[泣不成声][泣不成声]，啥啥都赶不上
小颠儿Kini,7-18,5399,356,卧槽，我一个大老爷们居然看完了
小颠儿Kini,7-18,5399,356,pick me[鼓掌][鼓掌][鼓掌]
小颠儿Kini,7-18,5399,356,@[泪奔][泪奔][泪奔]不涂粉底喷 脸会刺痛
小颠儿Kini,7-2,20000,372,我搜的最后一个没有分装[捂脸][捂脸][捂脸]
小颠儿Kini,7-2,20000,372,嗅觉实验室没有看到小样诶
小颠儿Kini,7-2,20000,372,"今日份笔记
1。洋扁豆压盘
2。澳秘宝贝
3。彩蝶谷美妆
4。嗅觉实验室
[大笑][大笑]"
小颠儿Kini,7-2,20000,372,压盘 说白了就是小样分装，当然便宜[呆无辜]
小颠儿Kini,7-2,20000,372,最后一个没有找到
小颠儿Kini,7-2,20000,372,马
小颠儿Kini,7-2,20000,372,[发呆][发呆]
小颠儿Kini,7-2,20000,372,奥秘宝贝搜不到
小颠儿Kini,7-2,20000,372,那是不是原装呢？
小颠儿Kini,7-2,20000,372,小样儿而已，都这个价
小颠儿Kini,7-2,20000,372,这么便宜，可能是真的吗？自己想
小颠儿Kini,7-2,20000,372,用了会烂脸吗 我真的好怕
小颠儿Kini,7-2,20000,372,淘宝吗
小颠儿Kini,7-2,20000,372,@陌上♪花开♬ [灵光一闪][灵光一闪][灵光一闪]
小颠儿Kini,7-2,20000,372,太爱小颠儿啦[耶]
小颠儿Kini,7-2,20000,372,是淘宝吗
小颠儿Kini,7-2,20000,372,为什么便宜
小颠儿Kini,7-2,20000,372,都保真吗[泪奔]
小颠儿Kini,7-2,20000,372,搜淘宝吗？
小颠儿Kini,7-2,20000,372,哪买呀？
