用户名,视频编号,点赞数,评论数,评论
Pony朴惠敏,6-17,11000,426,[泪奔][泪奔][泪奔]你们皮肤怎么保养的，为啥又白又嫩[泪奔][泪奔][泪奔][泪奔]
Pony朴惠敏,6-17,11000,426,每天都使用美容仪么
Pony朴惠敏,6-17,11000,426,天呐太贵了，买不起
Pony朴惠敏,6-17,11000,426,我我我！
Pony朴惠敏,6-17,11000,426,我我我，给自己加油！[一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油][一起加油]
Pony朴惠敏,6-17,11000,426,姐姐真的超级美
Pony朴惠敏,6-17,11000,426,可以有我嘛
Pony朴惠敏,6-17,11000,426,@乱入. 👍
Pony朴惠敏,6-17,11000,426,抽我[泣不成声][泣不成声]
Pony朴惠敏,6-17,11000,426,可以改善毛孔嘛
Pony朴惠敏,6-17,11000,426,这个仪器需要配合产品用吗
Pony朴惠敏,6-17,11000,426,每次看你都有送人啥时候能抽到我[泪奔][泪奔]
Pony朴惠敏,6-17,11000,426,那肯定是我啦[心]
Pony朴惠敏,6-17,11000,426,“38岁的你漂亮才是真漂亮”抖主您这句话说得真好。姐姐我今年刚好38岁了
Pony朴惠敏,6-17,11000,426,我似乎特别需要这个[呲牙]
Pony朴惠敏,6-17,11000,426,我我我[害羞]
Pony朴惠敏,6-17,11000,426,你推荐的都不知道怎么才买得到
Pony朴惠敏,6-18,18000,1059,5️⃣个宝贝儿！🉐️同款
Pony朴惠敏,6-18,18000,1059,那肯定是我了
Pony朴惠敏,6-18,18000,1059,用了两管之后，皮肤就开始大面积爆痘，粉刺什么的，感觉含激素，不敢用了[泣不成声]
Pony朴惠敏,6-18,18000,1059,甲硝锉本身就是消炎药，是治疗妇科病和皮肤病的。没有激素，但是甲硝锉这个成分本身就是抗生素，你见过有抗生素能去黑头的么？抗生素用多了还有抗药性。孕妇敏感肌慎用
Pony朴惠敏,6-18,18000,1059,明明是医院皮肤科开的药品 怎么就成网红推荐了？[捂脸]
Pony朴惠敏,6-18,18000,1059,果然，国内的不懂国外的世界，国外的也不懂中国的产品，这东西那么普遍，而且不能乱用，居然在这里推广[捂脸]这是药，不是化妆品
Pony朴惠敏,6-18,18000,1059,好巧，我买了两管这个，一管快用完了，个人觉得没有太大作用。[捂脸]
Pony朴惠敏,6-18,18000,1059,@:今天運動了嗎 我才知道她是韩国人[捂脸][捂脸]
Pony朴惠敏,6-18,18000,1059,敏感肌肤[微笑]
Pony朴惠敏,6-18,18000,1059,美美的心情
Pony朴惠敏,6-18,18000,1059,谢谢分享
Pony朴惠敏,6-18,18000,1059,@@R3oynn
Pony朴惠敏,6-18,18000,1059,用的是什么护肤产品啊？
Pony朴惠敏,6-18,18000,1059,从哪里买呢？
Pony朴惠敏,6-18,18000,1059,痘痘已经好了
Pony朴惠敏,6-18,18000,1059,小姐姐神仙颜值
Pony朴惠敏,6-18,18000,1059,这从哪买了
Pony朴惠敏,6-18,18000,1059,药店没有吗？
Pony朴惠敏,6-18,18000,1059,小姐姐，好美啊，太喜欢了😘
Pony朴惠敏,6-18,18000,1059,[赞]
Pony朴惠敏,7-2,12000,259,姐姐是韩国人吗？？？？[泣不成声][泣不成声][泣不成声]
Pony朴惠敏,7-2,12000,259,@雨萤 可以pony推荐了[泣不成声]
Pony朴惠敏,7-2,12000,259,实不相瞒，其实我叫锦鲤[微笑][微笑]
Pony朴惠敏,7-2,12000,259,@Zzzb @なぎさ 阿兰上次培训你喜欢的那个姐姐
Pony朴惠敏,7-2,12000,259,用过两罐。感觉没用[泪奔]
Pony朴惠敏,7-2,12000,259,不好用
Pony朴惠敏,7-2,12000,259,这个不好用吧
Pony朴惠敏,7-2,12000,259,是我吗[鼓掌]
Pony朴惠敏,7-2,12000,259,插盒子的仪式感
Pony朴惠敏,7-2,12000,259,前两年买过 六十多两盒旗舰店，现在涨价太多了
Pony朴惠敏,7-2,12000,259,[舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏]看看我 姐
Pony朴惠敏,7-2,12000,259,@🌈嘉许 这个好像用着凉丝丝的
Pony朴惠敏,7-2,12000,259,锦鲤附身吧[鼓掌]
Pony朴惠敏,7-2,12000,259,[赞] 漂亮
Pony朴惠敏,7-2,12000,259,揪我，哈哈哈
Pony朴惠敏,7-2,12000,259,@今晚不睡觉～ 感觉韩语听起好难受哦
Pony朴惠敏,7-2,12000,259,欧尼欧尼呀终于等到你还好我没放弃
Pony朴惠敏,7-2,12000,259,之前买的御泥坊快过期了[捂脸]该换了，就这个吧
Pony朴惠敏,7-2,12000,259,我来当这个锦鲤[呲牙][呲牙][呲牙]
Pony朴惠敏,7-2,12000,259,欧尼
